budget_id,period,quarter,year,department,category,budget_amount,actual_amount,variance,variance_pct,status,approved_by,notes
BVA-000177,2020-03,Q1 2020,2020,Support,Revenue,304146.34,214124.31,-90022.03,-29.6,Under Budget,MGR-05,Revenue — Support — Mar 2020
BVA-000178,2020-03,Q1 2020,2020,Support,COGS,271287.95,200468.33,-70819.62,-26.1,Under Budget,MGR-14,COGS — Support — Mar 2020
BVA-000179,2020-03,Q1 2020,2020,Support,Sales & Mkt,248848.49,254085.96,5237.47,2.1,Over Budget,MGR-08,Sales & Mkt — Support — Mar 2020
BVA-000180,2020-03,Q1 2020,2020,Support,R&D,394694.24,430902.26,36208.02,9.17,Over Budget,MGR-06,R&D — Support — Mar 2020
BVA-000181,2020-03,Q1 2020,2020,Support,G&A,394734.73,388029.5,-6705.23,-1.7,Under Budget,MGR-10,G&A — Support — Mar 2020
BVA-000182,2020-03,Q1 2020,2020,Support,Payroll,444413.78,504179.9,59766.12,13.45,Over Budget,MGR-12,Payroll — Support — Mar 2020
BVA-000183,2020-03,Q1 2020,2020,Support,CapEx,56655.42,41775.76,-14879.66,-26.26,Under Budget,MGR-02,CapEx — Support — Mar 2020
BVA-000184,2020-03,Q1 2020,2020,Support,Tax,154654.06,177549.85,22895.79,14.8,Over Budget,MGR-13,Tax — Support — Mar 2020
BVA-000185,2020-03,Q1 2020,2020,Legal,Revenue,432097.9,375371.24,-56726.66,-13.13,Under Budget,MGR-04,Revenue — Legal — Mar 2020
BVA-000186,2020-03,Q1 2020,2020,Legal,COGS,36684.2,38746.51,2062.31,5.62,Over Budget,MGR-02,COGS — Legal — Mar 2020
BVA-000187,2020-03,Q1 2020,2020,Legal,Sales & Mkt,365157.35,436282.42,71125.07,19.48,Over Budget,MGR-15,Sales & Mkt — Legal — Mar 2020
BVA-000188,2020-03,Q1 2020,2020,Legal,R&D,421225.72,335431.16,-85794.56,-20.37,Under Budget,MGR-15,R&D — Legal — Mar 2020
BVA-000189,2020-03,Q1 2020,2020,Legal,G&A,460108.37,420006.99,-40101.38,-8.72,Under Budget,MGR-02,G&A — Legal — Mar 2020
BVA-000190,2020-03,Q1 2020,2020,Legal,Payroll,479218.62,589544.18,110325.56,23.02,Over Budget,MGR-13,Payroll — Legal — Mar 2020
BVA-000191,2020-03,Q1 2020,2020,Legal,CapEx,31366.76,38515.19,7148.43,22.79,Over Budget,MGR-03,CapEx — Legal — Mar 2020
BVA-000192,2020-03,Q1 2020,2020,Legal,Tax,106496.87,96426.5,-10070.37,-9.46,Under Budget,MGR-09,Tax — Legal — Mar 2020
BVA-000193,2020-04,Q2 2020,2020,Sales,Revenue,515960.39,659279.48,143319.09,27.78,Over Budget,MGR-03,Revenue — Sales — Apr 2020
BVA-000194,2020-04,Q2 2020,2020,Sales,COGS,476564.12,399411.47,-77152.65,-16.19,Under Budget,MGR-09,COGS — Sales — Apr 2020
BVA-000195,2020-04,Q2 2020,2020,Sales,Sales & Mkt,419186.66,346423.48,-72763.18,-17.36,Under Budget,MGR-09,Sales & Mkt — Sales — Apr 2020
BVA-000196,2020-04,Q2 2020,2020,Sales,R&D,405512.0,485913.07,80401.07,19.83,Over Budget,MGR-10,R&D — Sales — Apr 2020
BVA-000197,2020-04,Q2 2020,2020,Sales,G&A,434772.39,488792.39,54020.0,12.42,Over Budget,MGR-04,G&A — Sales — Apr 2020
BVA-000198,2020-04,Q2 2020,2020,Sales,Payroll,51308.56,55313.01,4004.45,7.8,Over Budget,MGR-08,Payroll — Sales — Apr 2020
BVA-000199,2020-04,Q2 2020,2020,Sales,CapEx,190557.57,252586.91,62029.34,32.55,Over Budget,MGR-08,CapEx — Sales — Apr 2020
BVA-000200,2020-04,Q2 2020,2020,Sales,Tax,592837.53,493822.55,-99014.98,-16.7,Under Budget,MGR-07,Tax — Sales — Apr 2020
BVA-000201,2020-04,Q2 2020,2020,Engineering,Revenue,21302.83,28086.2,6783.37,31.84,Over Budget,MGR-12,Revenue — Engineering — Apr 2020
BVA-000202,2020-04,Q2 2020,2020,Engineering,COGS,399804.48,408286.43,8481.95,2.12,Over Budget,MGR-03,COGS — Engineering — Apr 2020
BVA-000203,2020-04,Q2 2020,2020,Engineering,Sales & Mkt,42604.07,56341.83,13737.76,32.25,Over Budget,MGR-12,Sales & Mkt — Engineering — Apr 2020
BVA-000204,2020-04,Q2 2020,2020,Engineering,R&D,240654.36,240114.43,-539.93,-0.22,Under Budget,MGR-03,R&D — Engineering — Apr 2020
BVA-000205,2020-04,Q2 2020,2020,Engineering,G&A,204087.31,227943.81,23856.5,11.69,Over Budget,MGR-14,G&A — Engineering — Apr 2020
BVA-000206,2020-04,Q2 2020,2020,Engineering,Payroll,409679.71,433806.91,24127.2,5.89,Over Budget,MGR-13,Payroll — Engineering — Apr 2020
BVA-000207,2020-04,Q2 2020,2020,Engineering,CapEx,59461.48,54885.55,-4575.93,-7.7,Under Budget,MGR-08,CapEx — Engineering — Apr 2020
BVA-000208,2020-04,Q2 2020,2020,Engineering,Tax,523438.03,595949.76,72511.73,13.85,Over Budget,MGR-06,Tax — Engineering — Apr 2020
BVA-000209,2020-04,Q2 2020,2020,Marketing,Revenue,88427.32,118521.85,30094.53,34.03,Over Budget,MGR-06,Revenue — Marketing — Apr 2020
BVA-000210,2020-04,Q2 2020,2020,Marketing,COGS,94786.99,113579.84,18792.85,19.83,Over Budget,MGR-09,COGS — Marketing — Apr 2020
BVA-000211,2020-04,Q2 2020,2020,Marketing,Sales & Mkt,110728.36,100388.01,-10340.35,-9.34,Under Budget,MGR-04,Sales & Mkt — Marketing — Apr 2020
BVA-000212,2020-04,Q2 2020,2020,Marketing,R&D,181314.47,145001.25,-36313.22,-20.03,Under Budget,MGR-03,R&D — Marketing — Apr 2020
BVA-000213,2020-04,Q2 2020,2020,Marketing,G&A,203035.94,248534.5,45498.56,22.41,Over Budget,MGR-15,G&A — Marketing — Apr 2020
BVA-000214,2020-04,Q2 2020,2020,Marketing,Payroll,280619.93,338359.09,57739.16,20.58,Over Budget,MGR-15,Payroll — Marketing — Apr 2020
BVA-000215,2020-04,Q2 2020,2020,Marketing,CapEx,174688.67,156169.9,-18518.77,-10.6,Under Budget,MGR-07,CapEx — Marketing — Apr 2020
BVA-000216,2020-04,Q2 2020,2020,Marketing,Tax,202739.94,259609.87,56869.93,28.05,Over Budget,MGR-06,Tax — Marketing — Apr 2020
BVA-000217,2020-04,Q2 2020,2020,Finance,Revenue,162057.48,147137.42,-14920.06,-9.21,Under Budget,MGR-04,Revenue — Finance — Apr 2020
BVA-000218,2020-04,Q2 2020,2020,Finance,COGS,597240.69,805988.23,208747.54,34.95,Over Budget,MGR-06,COGS — Finance — Apr 2020
BVA-000219,2020-04,Q2 2020,2020,Finance,Sales & Mkt,410802.83,331789.2,-79013.63,-19.23,Under Budget,MGR-01,Sales & Mkt — Finance — Apr 2020
BVA-000220,2020-04,Q2 2020,2020,Finance,R&D,35228.35,34325.59,-902.76,-2.56,Under Budget,MGR-03,R&D — Finance — Apr 2020
BVA-000221,2020-04,Q2 2020,2020,Finance,G&A,116245.3,137689.19,21443.89,18.45,Over Budget,MGR-10,G&A — Finance — Apr 2020
BVA-000222,2020-04,Q2 2020,2020,Finance,Payroll,551714.26,700846.5,149132.24,27.03,Over Budget,MGR-12,Payroll — Finance — Apr 2020
BVA-000223,2020-04,Q2 2020,2020,Finance,CapEx,109819.36,119652.62,9833.26,8.95,Over Budget,MGR-10,CapEx — Finance — Apr 2020
BVA-000224,2020-04,Q2 2020,2020,Finance,Tax,457479.85,328751.99,-128727.86,-28.14,Under Budget,MGR-05,Tax — Finance — Apr 2020
BVA-000225,2020-04,Q2 2020,2020,Operations,Revenue,59090.94,65831.19,6740.25,11.41,Over Budget,MGR-04,Revenue — Operations — Apr 2020
BVA-000226,2020-04,Q2 2020,2020,Operations,COGS,273928.5,193595.07,-80333.43,-29.33,Under Budget,MGR-10,COGS — Operations — Apr 2020
BVA-000227,2020-04,Q2 2020,2020,Operations,Sales & Mkt,527764.09,537952.68,10188.59,1.93,Over Budget,MGR-07,Sales & Mkt — Operations — Apr 2020
BVA-000228,2020-04,Q2 2020,2020,Operations,R&D,467912.28,372554.28,-95358.0,-20.38,Under Budget,MGR-10,R&D — Operations — Apr 2020
BVA-000229,2020-04,Q2 2020,2020,Operations,G&A,343839.0,368049.15,24210.15,7.04,Over Budget,MGR-08,G&A — Operations — Apr 2020
BVA-000230,2020-04,Q2 2020,2020,Operations,Payroll,245375.03,215037.74,-30337.29,-12.36,Under Budget,MGR-01,Payroll — Operations — Apr 2020
BVA-000231,2020-04,Q2 2020,2020,Operations,CapEx,218999.73,165954.59,-53045.14,-24.22,Under Budget,MGR-10,CapEx — Operations — Apr 2020
BVA-000232,2020-04,Q2 2020,2020,Operations,Tax,248778.53,241074.3,-7704.23,-3.1,Under Budget,MGR-14,Tax — Operations — Apr 2020
BVA-000233,2020-04,Q2 2020,2020,HR,Revenue,519722.83,515515.86,-4206.97,-0.81,Under Budget,MGR-08,Revenue — HR — Apr 2020
BVA-000234,2020-04,Q2 2020,2020,HR,COGS,422572.17,553573.52,131001.35,31.0,Over Budget,MGR-14,COGS — HR — Apr 2020
BVA-000235,2020-04,Q2 2020,2020,HR,Sales & Mkt,344939.72,261238.05,-83701.67,-24.27,Under Budget,MGR-11,Sales & Mkt — HR — Apr 2020
BVA-000236,2020-04,Q2 2020,2020,HR,R&D,309394.37,247779.59,-61614.78,-19.91,Under Budget,MGR-12,R&D — HR — Apr 2020
BVA-000237,2020-04,Q2 2020,2020,HR,G&A,160281.42,115454.26,-44827.16,-27.97,Under Budget,MGR-14,G&A — HR — Apr 2020
BVA-000238,2020-04,Q2 2020,2020,HR,Payroll,446157.74,562412.07,116254.33,26.06,Over Budget,MGR-12,Payroll — HR — Apr 2020
BVA-000239,2020-04,Q2 2020,2020,HR,CapEx,510532.36,487779.51,-22752.85,-4.46,Under Budget,MGR-06,CapEx — HR — Apr 2020
BVA-000240,2020-04,Q2 2020,2020,HR,Tax,71978.69,72205.95,227.26,0.32,Over Budget,MGR-06,Tax — HR — Apr 2020
BVA-000241,2020-04,Q2 2020,2020,Support,Revenue,369902.46,305092.88,-64809.58,-17.52,Under Budget,MGR-05,Revenue — Support — Apr 2020
BVA-000242,2020-04,Q2 2020,2020,Support,COGS,374363.37,330187.23,-44176.14,-11.8,Under Budget,MGR-06,COGS — Support — Apr 2020
BVA-000243,2020-04,Q2 2020,2020,Support,Sales & Mkt,353130.47,299846.17,-53284.3,-15.09,Under Budget,MGR-05,Sales & Mkt — Support — Apr 2020
BVA-000244,2020-04,Q2 2020,2020,Support,R&D,379346.69,460775.78,81429.09,21.47,Over Budget,MGR-02,R&D — Support — Apr 2020
BVA-000245,2020-04,Q2 2020,2020,Support,G&A,185173.62,156938.87,-28234.75,-15.25,Under Budget,MGR-11,G&A — Support — Apr 2020
BVA-000246,2020-04,Q2 2020,2020,Support,Payroll,233602.86,179654.21,-53948.65,-23.09,Under Budget,MGR-02,Payroll — Support — Apr 2020
BVA-000247,2020-04,Q2 2020,2020,Support,CapEx,492083.31,625351.57,133268.26,27.08,Over Budget,MGR-14,CapEx — Support — Apr 2020
BVA-000248,2020-04,Q2 2020,2020,Support,Tax,252495.91,265205.79,12709.88,5.03,Over Budget,MGR-06,Tax — Support — Apr 2020
BVA-000249,2020-04,Q2 2020,2020,Legal,Revenue,132486.89,154346.41,21859.52,16.5,Over Budget,MGR-03,Revenue — Legal — Apr 2020
BVA-000250,2020-04,Q2 2020,2020,Legal,COGS,141766.1,165419.92,23653.82,16.69,Over Budget,MGR-07,COGS — Legal — Apr 2020
BVA-000251,2020-04,Q2 2020,2020,Legal,Sales & Mkt,84323.14,112253.5,27930.36,33.12,Over Budget,MGR-14,Sales & Mkt — Legal — Apr 2020
BVA-000252,2020-04,Q2 2020,2020,Legal,R&D,33564.98,39633.85,6068.87,18.08,Over Budget,MGR-06,R&D — Legal — Apr 2020
BVA-000253,2020-04,Q2 2020,2020,Legal,G&A,145133.75,130031.7,-15102.05,-10.41,Under Budget,MGR-01,G&A — Legal — Apr 2020
BVA-000254,2020-04,Q2 2020,2020,Legal,Payroll,280492.58,229157.17,-51335.41,-18.3,Under Budget,MGR-15,Payroll — Legal — Apr 2020
BVA-000255,2020-04,Q2 2020,2020,Legal,CapEx,591940.89,796438.44,204497.55,34.55,Over Budget,MGR-08,CapEx — Legal — Apr 2020
BVA-000256,2020-04,Q2 2020,2020,Legal,Tax,168028.89,198874.07,30845.18,18.36,Over Budget,MGR-02,Tax — Legal — Apr 2020
BVA-000257,2020-05,Q2 2020,2020,Sales,Revenue,48339.64,52227.74,3888.1,8.04,Over Budget,MGR-12,Revenue — Sales — May 2020
BVA-000258,2020-05,Q2 2020,2020,Sales,COGS,327539.78,425830.41,98290.63,30.01,Over Budget,MGR-06,COGS — Sales — May 2020
BVA-000259,2020-05,Q2 2020,2020,Sales,Sales & Mkt,122043.78,96948.77,-25095.01,-20.56,Under Budget,MGR-08,Sales & Mkt — Sales — May 2020
BVA-000260,2020-05,Q2 2020,2020,Sales,R&D,145729.56,155011.41,9281.85,6.37,Over Budget,MGR-13,R&D — Sales — May 2020
BVA-000261,2020-05,Q2 2020,2020,Sales,G&A,41827.41,32767.31,-9060.1,-21.66,Under Budget,MGR-10,G&A — Sales — May 2020
BVA-000262,2020-05,Q2 2020,2020,Sales,Payroll,415383.61,426212.05,10828.44,2.61,Over Budget,MGR-08,Payroll — Sales — May 2020
BVA-000263,2020-05,Q2 2020,2020,Sales,CapEx,168873.01,126541.24,-42331.77,-25.07,Under Budget,MGR-07,CapEx — Sales — May 2020
BVA-000264,2020-05,Q2 2020,2020,Sales,Tax,365626.13,391347.39,25721.26,7.03,Over Budget,MGR-13,Tax — Sales — May 2020
BVA-000265,2020-05,Q2 2020,2020,Engineering,Revenue,290241.48,288498.78,-1742.7,-0.6,Under Budget,MGR-05,Revenue — Engineering — May 2020
BVA-000266,2020-05,Q2 2020,2020,Engineering,COGS,418158.56,367019.85,-51138.71,-12.23,Under Budget,MGR-07,COGS — Engineering — May 2020
BVA-000267,2020-05,Q2 2020,2020,Engineering,Sales & Mkt,182869.59,232473.32,49603.73,27.13,Over Budget,MGR-10,Sales & Mkt — Engineering — May 2020
BVA-000268,2020-05,Q2 2020,2020,Engineering,R&D,569427.43,609912.5,40485.07,7.11,Over Budget,MGR-03,R&D — Engineering — May 2020
BVA-000269,2020-05,Q2 2020,2020,Engineering,G&A,312018.29,267678.34,-44339.95,-14.21,Under Budget,MGR-09,G&A — Engineering — May 2020
BVA-000270,2020-05,Q2 2020,2020,Engineering,Payroll,237851.25,308077.78,70226.53,29.53,Over Budget,MGR-07,Payroll — Engineering — May 2020
BVA-000271,2020-05,Q2 2020,2020,Engineering,CapEx,588909.39,578440.29,-10469.1,-1.78,Under Budget,MGR-08,CapEx — Engineering — May 2020
BVA-000272,2020-05,Q2 2020,2020,Engineering,Tax,204359.38,147730.58,-56628.8,-27.71,Under Budget,MGR-05,Tax — Engineering — May 2020
BVA-000273,2020-05,Q2 2020,2020,Marketing,Revenue,258669.72,253480.95,-5188.77,-2.01,Under Budget,MGR-04,Revenue — Marketing — May 2020
BVA-000274,2020-05,Q2 2020,2020,Marketing,COGS,479428.09,342724.67,-136703.42,-28.51,Under Budget,MGR-02,COGS — Marketing — May 2020
BVA-000275,2020-05,Q2 2020,2020,Marketing,Sales & Mkt,599666.05,593584.81,-6081.24,-1.01,Under Budget,MGR-03,Sales & Mkt — Marketing — May 2020
BVA-000276,2020-05,Q2 2020,2020,Marketing,R&D,24397.66,31746.96,7349.3,30.12,Over Budget,MGR-15,R&D — Marketing — May 2020
BVA-000277,2020-05,Q2 2020,2020,Marketing,G&A,390261.2,433579.89,43318.69,11.1,Over Budget,MGR-13,G&A — Marketing — May 2020
BVA-000278,2020-05,Q2 2020,2020,Marketing,Payroll,508387.24,531286.17,22898.93,4.5,Over Budget,MGR-06,Payroll — Marketing — May 2020
BVA-000279,2020-05,Q2 2020,2020,Marketing,CapEx,161262.63,171532.67,10270.04,6.37,Over Budget,MGR-08,CapEx — Marketing — May 2020
BVA-000280,2020-05,Q2 2020,2020,Marketing,Tax,154632.8,186456.57,31823.77,20.58,Over Budget,MGR-13,Tax — Marketing — May 2020
BVA-000281,2020-05,Q2 2020,2020,Finance,Revenue,499202.2,626841.47,127639.27,25.57,Over Budget,MGR-13,Revenue — Finance — May 2020
BVA-000282,2020-05,Q2 2020,2020,Finance,COGS,120695.44,113595.96,-7099.48,-5.88,Under Budget,MGR-14,COGS — Finance — May 2020
BVA-000283,2020-05,Q2 2020,2020,Finance,Sales & Mkt,242093.74,230783.26,-11310.48,-4.67,Under Budget,MGR-02,Sales & Mkt — Finance — May 2020
BVA-000284,2020-05,Q2 2020,2020,Finance,R&D,163538.98,117928.87,-45610.11,-27.89,Under Budget,MGR-05,R&D — Finance — May 2020
BVA-000285,2020-05,Q2 2020,2020,Finance,G&A,557601.69,533236.41,-24365.28,-4.37,Under Budget,MGR-06,G&A — Finance — May 2020
BVA-000286,2020-05,Q2 2020,2020,Finance,Payroll,265940.91,266699.63,758.72,0.29,Over Budget,MGR-14,Payroll — Finance — May 2020
BVA-000287,2020-05,Q2 2020,2020,Finance,CapEx,279904.8,241994.94,-37909.86,-13.54,Under Budget,MGR-04,CapEx — Finance — May 2020
BVA-000288,2020-05,Q2 2020,2020,Finance,Tax,373694.85,351399.53,-22295.32,-5.97,Under Budget,MGR-09,Tax — Finance — May 2020
BVA-000289,2020-05,Q2 2020,2020,Operations,Revenue,406364.49,455243.04,48878.55,12.03,Over Budget,MGR-10,Revenue — Operations — May 2020
BVA-000290,2020-05,Q2 2020,2020,Operations,COGS,70735.34,70041.58,-693.76,-0.98,Under Budget,MGR-02,COGS — Operations — May 2020
BVA-000291,2020-05,Q2 2020,2020,Operations,Sales & Mkt,76368.17,62890.72,-13477.45,-17.65,Under Budget,MGR-15,Sales & Mkt — Operations — May 2020
BVA-000292,2020-05,Q2 2020,2020,Operations,R&D,428144.88,498894.29,70749.41,16.52,Over Budget,MGR-14,R&D — Operations — May 2020
BVA-000293,2020-05,Q2 2020,2020,Operations,G&A,291752.04,249479.16,-42272.88,-14.49,Under Budget,MGR-12,G&A — Operations — May 2020
BVA-000294,2020-05,Q2 2020,2020,Operations,Payroll,119158.32,88312.86,-30845.46,-25.89,Under Budget,MGR-13,Payroll — Operations — May 2020
BVA-000295,2020-05,Q2 2020,2020,Operations,CapEx,324250.0,398329.53,74079.53,22.85,Over Budget,MGR-15,CapEx — Operations — May 2020
BVA-000296,2020-05,Q2 2020,2020,Operations,Tax,414788.29,372311.83,-42476.46,-10.24,Under Budget,MGR-02,Tax — Operations — May 2020
BVA-000297,2020-05,Q2 2020,2020,HR,Revenue,370720.74,291183.99,-79536.75,-21.45,Under Budget,MGR-09,Revenue — HR — May 2020
BVA-000298,2020-05,Q2 2020,2020,HR,COGS,198573.52,187228.14,-11345.38,-5.71,Under Budget,MGR-01,COGS — HR — May 2020
BVA-000299,2020-05,Q2 2020,2020,HR,Sales & Mkt,572434.51,656849.37,84414.86,14.75,Over Budget,MGR-05,Sales & Mkt — HR — May 2020
BVA-000300,2020-05,Q2 2020,2020,HR,R&D,152787.5,162148.09,9360.59,6.13,Over Budget,MGR-02,R&D — HR — May 2020
BVA-000301,2020-05,Q2 2020,2020,HR,G&A,433156.93,379941.4,-53215.53,-12.29,Under Budget,MGR-08,G&A — HR — May 2020
BVA-000302,2020-05,Q2 2020,2020,HR,Payroll,489983.04,494151.08,4168.04,0.85,Over Budget,MGR-12,Payroll — HR — May 2020
BVA-000303,2020-05,Q2 2020,2020,HR,CapEx,364866.06,300596.13,-64269.93,-17.61,Under Budget,MGR-04,CapEx — HR — May 2020
BVA-000304,2020-05,Q2 2020,2020,HR,Tax,436551.99,506074.93,69522.94,15.93,Over Budget,MGR-02,Tax — HR — May 2020
BVA-000305,2020-05,Q2 2020,2020,Support,Revenue,436873.79,541418.25,104544.46,23.93,Over Budget,MGR-12,Revenue — Support — May 2020
BVA-000306,2020-05,Q2 2020,2020,Support,COGS,386013.29,482792.78,96779.49,25.07,Over Budget,MGR-02,COGS — Support — May 2020
BVA-000307,2020-05,Q2 2020,2020,Support,Sales & Mkt,203390.08,264937.45,61547.37,30.26,Over Budget,MGR-15,Sales & Mkt — Support — May 2020
BVA-000308,2020-05,Q2 2020,2020,Support,R&D,564220.44,436706.25,-127514.19,-22.6,Under Budget,MGR-12,R&D — Support — May 2020
BVA-000309,2020-05,Q2 2020,2020,Support,G&A,145572.14,166123.4,20551.26,14.12,Over Budget,MGR-05,G&A — Support — May 2020
BVA-000310,2020-05,Q2 2020,2020,Support,Payroll,76292.56,56750.03,-19542.53,-25.62,Under Budget,MGR-10,Payroll — Support — May 2020
BVA-000311,2020-05,Q2 2020,2020,Support,CapEx,445352.36,411902.22,-33450.14,-7.51,Under Budget,MGR-15,CapEx — Support — May 2020
BVA-000312,2020-05,Q2 2020,2020,Support,Tax,552394.99,708302.43,155907.44,28.22,Over Budget,MGR-15,Tax — Support — May 2020
BVA-000313,2020-05,Q2 2020,2020,Legal,Revenue,195544.18,247748.19,52204.01,26.7,Over Budget,MGR-14,Revenue — Legal — May 2020
BVA-000314,2020-05,Q2 2020,2020,Legal,COGS,389203.04,285335.93,-103867.11,-26.69,Under Budget,MGR-07,COGS — Legal — May 2020
BVA-000315,2020-05,Q2 2020,2020,Legal,Sales & Mkt,439276.25,308002.29,-131273.96,-29.88,Under Budget,MGR-04,Sales & Mkt — Legal — May 2020
BVA-000316,2020-05,Q2 2020,2020,Legal,R&D,194212.24,173976.09,-20236.15,-10.42,Under Budget,MGR-14,R&D — Legal — May 2020
BVA-000317,2020-05,Q2 2020,2020,Legal,G&A,276009.17,274768.9,-1240.27,-0.45,Under Budget,MGR-14,G&A — Legal — May 2020
BVA-000318,2020-05,Q2 2020,2020,Legal,Payroll,561689.84,542664.56,-19025.28,-3.39,Under Budget,MGR-08,Payroll — Legal — May 2020
BVA-000319,2020-05,Q2 2020,2020,Legal,CapEx,349304.11,361238.56,11934.45,3.42,Over Budget,MGR-15,CapEx — Legal — May 2020
BVA-000320,2020-05,Q2 2020,2020,Legal,Tax,432975.11,483932.77,50957.66,11.77,Over Budget,MGR-09,Tax — Legal — May 2020
BVA-000321,2020-06,Q2 2020,2020,Sales,Revenue,290250.34,222240.28,-68010.06,-23.43,Under Budget,MGR-12,Revenue — Sales — Jun 2020
BVA-000322,2020-06,Q2 2020,2020,Sales,COGS,44444.12,56581.26,12137.14,27.31,Over Budget,MGR-06,COGS — Sales — Jun 2020
BVA-000323,2020-06,Q2 2020,2020,Sales,Sales & Mkt,565259.39,453956.75,-111302.64,-19.69,Under Budget,MGR-02,Sales & Mkt — Sales — Jun 2020
BVA-000324,2020-06,Q2 2020,2020,Sales,R&D,162600.26,158183.78,-4416.48,-2.72,Under Budget,MGR-13,R&D — Sales — Jun 2020
BVA-000325,2020-06,Q2 2020,2020,Sales,G&A,25001.67,21792.05,-3209.62,-12.84,Under Budget,MGR-09,G&A — Sales — Jun 2020
BVA-000326,2020-06,Q2 2020,2020,Sales,Payroll,310295.21,355209.97,44914.76,14.47,Over Budget,MGR-02,Payroll — Sales — Jun 2020
BVA-000327,2020-06,Q2 2020,2020,Sales,CapEx,367747.03,491447.47,123700.44,33.64,Over Budget,MGR-10,CapEx — Sales — Jun 2020
BVA-000328,2020-06,Q2 2020,2020,Sales,Tax,467886.75,410768.79,-57117.96,-12.21,Under Budget,MGR-12,Tax — Sales — Jun 2020
BVA-000329,2020-06,Q2 2020,2020,Engineering,Revenue,586694.25,791231.19,204536.94,34.86,Over Budget,MGR-01,Revenue — Engineering — Jun 2020
BVA-000330,2020-06,Q2 2020,2020,Engineering,COGS,363310.52,254447.18,-108863.34,-29.96,Under Budget,MGR-01,COGS — Engineering — Jun 2020
BVA-000331,2020-06,Q2 2020,2020,Engineering,Sales & Mkt,170139.62,198998.78,28859.16,16.96,Over Budget,MGR-08,Sales & Mkt — Engineering — Jun 2020
BVA-000332,2020-06,Q2 2020,2020,Engineering,R&D,301638.77,338352.47,36713.7,12.17,Over Budget,MGR-05,R&D — Engineering — Jun 2020
BVA-000333,2020-06,Q2 2020,2020,Engineering,G&A,493829.12,476423.51,-17405.61,-3.52,Under Budget,MGR-10,G&A — Engineering — Jun 2020
BVA-000334,2020-06,Q2 2020,2020,Engineering,Payroll,488586.01,453049.73,-35536.28,-7.27,Under Budget,MGR-03,Payroll — Engineering — Jun 2020
BVA-000335,2020-06,Q2 2020,2020,Engineering,CapEx,62980.03,49889.26,-13090.77,-20.79,Under Budget,MGR-05,CapEx — Engineering — Jun 2020
BVA-000336,2020-06,Q2 2020,2020,Engineering,Tax,488821.37,447217.96,-41603.41,-8.51,Under Budget,MGR-07,Tax — Engineering — Jun 2020
BVA-000337,2020-06,Q2 2020,2020,Marketing,Revenue,472504.81,631913.0,159408.19,33.74,Over Budget,MGR-10,Revenue — Marketing — Jun 2020
BVA-000338,2020-06,Q2 2020,2020,Marketing,COGS,86998.53,105637.74,18639.21,21.42,Over Budget,MGR-10,COGS — Marketing — Jun 2020
BVA-000339,2020-06,Q2 2020,2020,Marketing,Sales & Mkt,424665.12,561006.48,136341.36,32.11,Over Budget,MGR-04,Sales & Mkt — Marketing — Jun 2020
BVA-000340,2020-06,Q2 2020,2020,Marketing,R&D,298941.59,221783.88,-77157.71,-25.81,Under Budget,MGR-04,R&D — Marketing — Jun 2020
